,intended vote,education,age
1267,stay,4.0,40
1268,don't know,2.0,28
1269,stay,4.0,60
1270,leave,3.0,74
1271,leave,5.0,67
1272,stay,4.0,38
1273,stay,5.0,77
1274,stay,3.0,71
1275,stay,3.0,61
1276,stay,3.0,63
1277,stay,4.0,49
1278,stay,3.0,31
1279,leave,4.0,76
1280,leave,,59
1281,stay,4.0,51
1282,leave,1.0,52
1283,leave,,48
1284,stay,4.0,70
1285,leave,3.0,66
1286,leave,1.0,68
1287,leave,5.0,77
1288,leave,4.0,74
1289,leave,2.0,69
1290,don't know,,67
1291,leave,4.0,66
1292,leave,2.0,67
1293,don't know,4.0,42
1294,leave,4.0,80
1295,leave,4.0,44
1296,leave,4.0,74
1297,leave,3.0,67
1298,leave,4.0,57
1299,stay,2.0,69
1300,leave,2.0,48
1301,leave,4.0,56
1302,stay,4.0,43
1303,leave,1.0,75
1304,leave,1.0,68
1305,leave,4.0,50
1306,leave,2.0,67
1307,stay,3.0,66
1308,leave,2.0,69
1309,stay,,37
1310,don't know,4.0,41
1311,leave,2.0,70
1312,leave,,53
1313,leave,4.0,67
1314,leave,2.0,81
1315,stay,2.0,68
1316,leave,3.0,70
1317,leave,1.0,74
1318,leave,5.0,52
1319,stay,4.0,61
1320,leave,,59
1321,leave,4.0,56
1322,stay,4.0,73
1323,leave,2.0,80
1324,leave,2.0,57
1325,leave,4.0,76
1326,leave,3.0,85
1327,leave,4.0,64
1328,leave,4.0,57
1329,stay,5.0,69
1330,leave,3.0,68
1331,leave,4.0,67
1332,leave,2.0,71
1333,stay,4.0,75
1334,stay,4.0,48
1335,leave,3.0,75
1336,stay,2.0,61
1337,stay,4.0,79
1338,leave,1.0,35
1339,won't vote,1.0,45
1340,leave,4.0,31
1341,leave,2.0,70
1342,stay,4.0,67
1343,stay,4.0,68
1344,leave,,80
1345,stay,3.0,55
1346,leave,4.0,74
1347,leave,3.0,51
1348,don't know,4.0,54
1349,leave,2.0,71
1350,stay,5.0,75
1351,leave,2.0,67
1352,leave,4.0,62
1353,leave,4.0,70
1354,leave,,68
1355,leave,4.0,65
1356,leave,5.0,73
1357,leave,3.0,67
1358,leave,4.0,70
1359,stay,4.0,58
1360,leave,,63
1361,stay,5.0,75
1362,stay,4.0,64
1363,leave,4.0,69
1364,leave,5.0,66
1365,leave,3.0,66
1366,leave,3.0,76
1367,leave,2.0,78
1368,leave,2.0,57
1369,stay,4.0,61
1370,stay,4.0,54
1371,don't know,3.0,44
1372,stay,4.0,33
1373,leave,2.0,68
1374,leave,3.0,77
1375,leave,3.0,70
1376,stay,4.0,75
1377,leave,4.0,81
1378,stay,4.0,76
1379,leave,2.0,55
1380,leave,2.0,68
1381,leave,2.0,67
1382,don't know,3.0,67
1383,stay,,73
1384,stay,2.0,52
1385,stay,4.0,38
1386,don't know,,69
1387,leave,4.0,63
1388,won't vote,5.0,59
1389,stay,4.0,51
1390,don't know,4.0,54
1391,leave,3.0,57
1392,leave,2.0,79
1393,stay,2.0,69
1394,leave,2.0,60
1395,stay,4.0,32
1396,leave,3.0,40
1397,stay,5.0,43
1398,leave,4.0,58
1399,stay,4.0,31
1400,stay,4.0,39
1401,stay,5.0,67
1402,stay,5.0,44
1403,stay,4.0,52
1404,won't vote,2.0,63
1405,leave,2.0,48
1406,stay,4.0,37
1407,stay,2.0,57
1408,leave,3.0,45
1409,stay,3.0,42
1410,stay,4.0,64
1411,leave,4.0,53
1412,stay,,63
1413,stay,4.0,61
1414,don't know,3.0,48
1415,stay,4.0,78
1416,stay,4.0,34
1417,don't know,3.0,43
1418,stay,5.0,34
1419,leave,5.0,56
1420,leave,2.0,78
1421,don't know,2.0,44
1422,stay,3.0,37
1423,stay,2.0,70
1424,leave,1.0,74
1425,stay,1.0,44
1426,don't know,1.0,71
1427,stay,4.0,34
1428,stay,2.0,57
1429,stay,,78
1430,stay,1.0,59
1431,stay,4.0,55
1432,stay,4.0,31
1433,stay,5.0,30
1434,don't know,2.0,70
1435,don't know,3.0,38
1436,stay,2.0,63
1437,stay,2.0,73
1438,leave,4.0,31
1439,stay,4.0,51
1440,leave,3.0,74
1441,leave,1.0,57
1442,leave,3.0,39
1443,stay,4.0,69
1444,stay,3.0,86
1445,leave,3.0,43
1446,leave,4.0,67
1447,leave,,81
1448,don't know,3.0,49
1449,leave,2.0,79
1450,leave,5.0,36
1451,stay,4.0,46
1452,don't know,3.0,56
1453,stay,5.0,36
1454,leave,2.0,52
1455,stay,4.0,61
1456,stay,4.0,66
1457,leave,2.0,45
1458,don't know,,66
1459,stay,2.0,73
1460,stay,4.0,36
1461,stay,4.0,49
1462,leave,3.0,64
1463,leave,2.0,67
1464,leave,2.0,76
1465,stay,2.0,64
1466,stay,5.0,44
1467,stay,5.0,56
1468,stay,4.0,35
1469,stay,2.0,60
1470,stay,4.0,62
1471,leave,2.0,59
1472,stay,5.0,67
1473,stay,3.0,74
1474,don't know,2.0,62
1475,leave,3.0,41
1476,leave,2.0,31
1477,leave,4.0,52
1478,stay,1.0,70
1479,stay,4.0,49
1480,leave,2.0,68
1481,stay,5.0,35
1482,stay,4.0,46
1483,leave,,35
1484,stay,4.0,42
1485,stay,2.0,42
1486,leave,4.0,43
1487,stay,4.0,48
1488,leave,,66
1489,stay,4.0,54
1490,stay,4.0,41
1491,stay,5.0,38
1492,stay,1.0,62
1493,stay,5.0,44
1494,don't know,4.0,54
1495,stay,4.0,45
1496,stay,4.0,77
1497,stay,5.0,61
1498,leave,3.0,59
1499,leave,4.0,68
1500,leave,4.0,41
1501,leave,4.0,63
1502,stay,2.0,60
1503,stay,4.0,41
1504,leave,4.0,36
1505,stay,4.0,70
1506,stay,2.0,69
1507,leave,2.0,53
1508,leave,2.0,48
1509,stay,2.0,43
1510,stay,4.0,62
1511,stay,2.0,49
1512,stay,4.0,68
1513,stay,5.0,29
1514,stay,2.0,58
1515,stay,4.0,61
1516,stay,2.0,58
1517,don't know,4.0,64
1518,leave,4.0,70
1519,stay,4.0,37
1520,stay,4.0,65
1521,leave,4.0,39
1522,stay,4.0,65
1523,leave,2.0,55
1524,stay,4.0,42
1525,stay,4.0,60
1526,don't know,1.0,67
1527,stay,2.0,28
1528,stay,3.0,58
1529,stay,4.0,34
1530,leave,1.0,73
1531,leave,2.0,34
1532,stay,4.0,45
1533,don't know,4.0,58
1534,stay,5.0,41
1535,stay,4.0,39
1536,stay,5.0,36
1537,won't vote,3.0,45
1538,leave,2.0,44
1539,stay,4.0,32
1540,stay,4.0,37
1541,stay,2.0,67
1542,stay,4.0,40
1543,leave,2.0,65
1544,stay,4.0,73
1545,leave,3.0,69
1546,stay,5.0,66
1547,stay,4.0,62
1548,don't know,3.0,54
1549,leave,4.0,62
1550,stay,4.0,51
1551,stay,2.0,53
1552,stay,5.0,37
1553,stay,5.0,37
1554,stay,3.0,42
1555,stay,5.0,69
1556,stay,4.0,33
1557,don't know,,58
1558,stay,4.0,61
1559,stay,3.0,32
1560,don't know,2.0,45
1561,stay,2.0,55
1562,stay,4.0,68
1563,stay,4.0,82
1564,leave,,73
1565,leave,5.0,63
1566,leave,5.0,62
1567,leave,2.0,69
1568,stay,4.0,65
1569,leave,4.0,29
1570,leave,3.0,56
1571,stay,4.0,47
1572,stay,5.0,32
1573,stay,5.0,29
1574,stay,4.0,36
1575,stay,,57
1576,stay,5.0,38
1577,leave,4.0,68
1578,leave,2.0,62
1579,stay,3.0,75
1580,stay,4.0,69
1581,leave,,79
1582,stay,2.0,45
1583,leave,4.0,38
1584,leave,4.0,46
1585,stay,4.0,69
1586,leave,4.0,67
1587,stay,3.0,38
1588,stay,2.0,39
1589,stay,4.0,64
1590,stay,2.0,76
1591,leave,4.0,66
1592,stay,2.0,72
1593,leave,1.0,60
1594,leave,1.0,71
1595,leave,,61
1596,stay,4.0,33
1597,stay,4.0,52
1598,stay,5.0,53
1599,leave,4.0,75
1600,stay,4.0,33
1601,leave,,60
1602,stay,,68
1603,leave,2.0,62
1604,stay,3.0,61
1605,leave,2.0,51
1606,stay,4.0,38
1607,leave,3.0,67
1608,stay,5.0,72
1609,don't know,2.0,32
1610,stay,4.0,65
1611,stay,4.0,63
1612,stay,4.0,42
1613,leave,,37
1614,stay,3.0,42
1615,leave,1.0,59
1616,leave,4.0,53
1617,stay,2.0,83
1618,stay,3.0,56
1619,leave,4.0,69
1620,don't know,,63
1621,leave,3.0,38
1622,stay,3.0,33
1623,leave,3.0,58
1624,stay,4.0,36
1625,stay,,63
1626,stay,3.0,61
1627,leave,4.0,31
1628,stay,4.0,75
1629,stay,5.0,36
1630,don't know,2.0,73
1631,leave,3.0,63
1632,stay,4.0,30
1633,stay,4.0,64
1634,stay,4.0,53
1635,don't know,4.0,38
1636,leave,5.0,38
1637,stay,4.0,70
1638,leave,3.0,61
1639,stay,4.0,34
1640,stay,5.0,40
1641,stay,,56
1642,stay,4.0,32
1643,leave,4.0,35
1644,don't know,2.0,42
1645,stay,4.0,29
1646,leave,,59
1647,leave,2.0,33
1648,leave,,59
1649,stay,4.0,39
1650,leave,3.0,55
1651,leave,4.0,41
1652,stay,4.0,69
1653,leave,4.0,73
1654,leave,3.0,60
1655,leave,2.0,57
1656,leave,3.0,69
1657,stay,,44
1658,leave,2.0,60
1659,stay,3.0,51
1660,stay,3.0,45
1661,leave,2.0,58
1662,stay,5.0,28
1663,stay,3.0,61
1664,leave,4.0,37
1665,stay,4.0,36
1666,leave,3.0,63
1667,stay,4.0,32
1668,stay,4.0,48
1669,stay,4.0,33
1670,stay,3.0,71
1671,leave,1.0,72
1672,leave,4.0,39
1673,stay,1.0,76
1674,stay,,59
1675,stay,4.0,68
1676,leave,3.0,56
1677,leave,4.0,58
1678,stay,4.0,72
1679,leave,3.0,83
1680,stay,2.0,72
1681,stay,5.0,30
1682,leave,2.0,77
1683,leave,,74
1684,leave,4.0,64
1685,leave,,65
1686,stay,2.0,48
1687,stay,4.0,68
1688,stay,5.0,72
1689,stay,3.0,69
1690,stay,5.0,58
1691,leave,4.0,63
1692,leave,4.0,36
1693,leave,3.0,71
1694,stay,4.0,45
1695,don't know,4.0,60
1696,leave,4.0,70
1697,stay,3.0,42
1698,stay,4.0,62
1699,leave,1.0,70
1700,leave,2.0,75
1701,leave,,56
1702,leave,4.0,61
1703,leave,2.0,84
1704,don't know,4.0,39
1705,stay,5.0,32
1706,stay,5.0,32
1707,leave,1.0,56
1708,stay,2.0,45
1709,stay,4.0,40
1710,won't vote,3.0,46
1711,leave,5.0,65
1712,leave,2.0,56
1713,stay,5.0,45
1714,stay,3.0,64
1715,stay,4.0,68
1716,stay,5.0,64
1717,leave,4.0,57
1718,stay,4.0,62
1719,stay,4.0,62
1720,stay,,49
1721,leave,2.0,69
1722,stay,4.0,52
1723,leave,2.0,59
1724,stay,2.0,50
1725,stay,4.0,55
1726,stay,4.0,65
1727,stay,4.0,58
1728,stay,2.0,39
1729,stay,5.0,60
1730,leave,5.0,59
1731,stay,,51
1732,stay,1.0,65
1733,leave,4.0,48
1734,leave,1.0,69
1735,stay,3.0,58
1736,stay,2.0,70
1737,stay,4.0,53
1738,leave,4.0,54
1739,stay,4.0,76
1740,won't vote,,74
1741,leave,1.0,85
1742,leave,4.0,66
1743,stay,3.0,66
1744,leave,3.0,70
1745,leave,3.0,63
1746,leave,4.0,66
1747,leave,4.0,74
1748,stay,3.0,68
1749,don't know,2.0,72
1750,stay,4.0,71
1751,stay,4.0,35
1752,leave,,79
1753,leave,4.0,67
1754,leave,3.0,76
1755,stay,4.0,65
1756,stay,3.0,65
1757,leave,3.0,67
1758,stay,5.0,79
1759,leave,2.0,64
1760,stay,4.0,66
1761,stay,1.0,79
1762,stay,4.0,69
1763,leave,4.0,52
1764,leave,2.0,72
1765,don't know,5.0,43
1766,leave,3.0,53
1767,stay,1.0,47
1768,leave,2.0,61
1769,stay,2.0,54
1770,leave,,57
1771,leave,3.0,53
1772,stay,3.0,56
1773,leave,2.0,44
1774,don't know,4.0,57
1775,leave,4.0,56
1776,leave,5.0,68
1777,leave,4.0,47
1778,stay,4.0,64
1779,stay,4.0,69
1780,stay,4.0,70
1781,leave,,63
1782,leave,,67
1783,leave,3.0,65
1784,don't know,3.0,43
1785,stay,2.0,72
1786,leave,2.0,74
1787,stay,3.0,69
1788,stay,3.0,67
1789,leave,,81
1790,leave,1.0,77
1791,stay,1.0,77
1792,stay,3.0,65
1793,leave,4.0,61
1794,leave,2.0,35
1795,leave,2.0,50
1796,leave,2.0,60
1797,won't vote,,52
1798,stay,4.0,69
1799,leave,4.0,68
1800,stay,4.0,42
1801,leave,2.0,59
1802,stay,5.0,41
1803,stay,5.0,54
1804,leave,4.0,53
1805,stay,4.0,43
1806,don't know,2.0,74
1807,leave,2.0,69
1808,stay,5.0,33
1809,stay,4.0,63
1810,stay,5.0,41
1811,stay,4.0,42
1812,leave,,61
1813,leave,4.0,56
1814,leave,4.0,50
1815,leave,3.0,54
1816,leave,3.0,33
1817,stay,4.0,33
1818,stay,5.0,68
1819,stay,4.0,71
1820,leave,,66
1821,stay,,68
1822,leave,4.0,64
1823,leave,1.0,68
1824,stay,2.0,70
1825,stay,3.0,64
1826,stay,4.0,44
1827,leave,3.0,64
1828,stay,2.0,57
1829,stay,1.0,46
1830,leave,4.0,62
1831,leave,2.0,72
1832,leave,2.0,58
1833,leave,3.0,62
1834,leave,1.0,55
1835,leave,4.0,64
1836,stay,,65
1837,leave,3.0,55
1838,leave,2.0,55
1839,don't know,3.0,42
1840,stay,4.0,61
1841,leave,1.0,70
1842,leave,3.0,87
1843,leave,3.0,56
1844,don't know,2.0,52
1845,stay,4.0,64
1846,leave,2.0,54
1847,leave,2.0,66
1848,leave,3.0,67
1849,leave,3.0,56
1850,stay,2.0,43
1851,stay,4.0,67
1852,stay,3.0,58
1853,stay,4.0,65
1854,don't know,5.0,35
1855,leave,1.0,71
1856,stay,5.0,67
1857,leave,3.0,55
1858,stay,,43
1859,stay,,60
1860,stay,5.0,31
1861,stay,4.0,69
1862,leave,4.0,64
1863,leave,2.0,55
1864,leave,1.0,62
1865,don't know,1.0,70
1866,stay,3.0,55
1867,stay,3.0,34
1868,leave,3.0,51
1869,leave,4.0,72
1870,leave,4.0,50
1871,stay,4.0,65
1872,stay,4.0,51
1873,stay,4.0,38
1874,leave,3.0,60
1875,stay,4.0,65
1876,don't know,1.0,68
1877,stay,5.0,78
1878,stay,3.0,68
1879,stay,5.0,28
1880,leave,4.0,72
1881,leave,4.0,69
1882,stay,4.0,73
1883,leave,4.0,36
1884,stay,,59
1885,stay,5.0,61
1886,stay,4.0,35
1887,leave,1.0,47
1888,stay,4.0,41
1889,stay,4.0,48
1890,stay,1.0,61
1891,don't know,4.0,65
1892,leave,3.0,85
1893,stay,2.0,54
1894,stay,2.0,58
1895,stay,4.0,52
1896,leave,4.0,66
1897,stay,4.0,42
1898,stay,4.0,69
1899,leave,3.0,62
1900,stay,5.0,44
1901,stay,3.0,71
1902,leave,2.0,47
1903,stay,3.0,47
1904,stay,3.0,71
1905,leave,2.0,55
1906,leave,4.0,62
1907,stay,1.0,66
1908,leave,1.0,54
1909,leave,5.0,72
1910,leave,2.0,78
1911,stay,3.0,62
1912,stay,2.0,58
1913,stay,4.0,69
1914,leave,3.0,68
1915,leave,2.0,72
1916,leave,2.0,78
1917,stay,4.0,85
1918,stay,2.0,58
1919,stay,4.0,69
1920,leave,5.0,58
1921,leave,4.0,74
1922,leave,4.0,50
1923,stay,4.0,65
1924,leave,1.0,51
1925,leave,4.0,62
1926,leave,3.0,55
1927,leave,2.0,45
1928,leave,4.0,46
1929,leave,4.0,34
1930,leave,4.0,37
1931,leave,4.0,66
1932,leave,4.0,62
1933,stay,5.0,52
1934,stay,4.0,79
1935,leave,2.0,59
1936,stay,4.0,59
1937,stay,3.0,61
1938,leave,4.0,70
1939,stay,3.0,43
1940,leave,2.0,67
1941,leave,4.0,49
1942,leave,2.0,42
1943,stay,5.0,42
1944,stay,4.0,74
1945,leave,3.0,65
1946,leave,,61
1947,stay,2.0,65
1948,stay,4.0,44
1949,leave,,80
1950,stay,5.0,61
1951,stay,3.0,46
1952,leave,4.0,32
1953,leave,2.0,56
1954,leave,,74
1955,stay,3.0,60
1956,stay,3.0,54
1957,leave,,58
1958,stay,4.0,58
1959,don't know,5.0,55
1960,leave,,48
1961,leave,,36
1962,stay,3.0,62
1963,leave,4.0,77
1964,leave,3.0,81
1965,leave,4.0,66
1966,leave,4.0,68
1967,stay,3.0,52
1968,leave,,75
1969,leave,3.0,66
1970,leave,2.0,69
1971,leave,3.0,51
1972,stay,4.0,69
1973,leave,1.0,70
1974,leave,4.0,45
1975,leave,4.0,67
1976,stay,4.0,43
1977,leave,2.0,41
1978,leave,3.0,53
1979,stay,,69
1980,leave,4.0,40
1981,stay,4.0,63
1982,leave,1.0,65
1983,stay,2.0,68
1984,leave,4.0,75
1985,leave,2.0,55
1986,leave,,64
1987,stay,3.0,52
1988,leave,1.0,54
1989,leave,4.0,49
1990,won't vote,5.0,46
1991,don't know,3.0,59
1992,stay,4.0,46
1993,leave,,79
1994,leave,,69
1995,stay,4.0,53
1996,leave,1.0,31
1997,don't know,2.0,61
1998,leave,4.0,70
1999,stay,3.0,43
2000,stay,4.0,85
2001,leave,2.0,46
2002,leave,4.0,71
2003,leave,2.0,72
2004,stay,5.0,33
2005,leave,4.0,41
2006,leave,4.0,73
2007,leave,4.0,55
2008,leave,4.0,78
2009,leave,4.0,65
2010,stay,2.0,70
2011,stay,5.0,46
2012,don't know,4.0,74
2013,stay,1.0,62
2014,stay,,63
2015,leave,2.0,76
2016,leave,4.0,64
2017,stay,4.0,55
2018,stay,2.0,58
2019,leave,2.0,52
2020,stay,4.0,61
2021,stay,4.0,53
2022,stay,3.0,73
2023,leave,2.0,68
2024,stay,4.0,62
2025,leave,,71
2026,stay,4.0,55
2027,stay,3.0,60
2028,stay,4.0,37
2029,leave,1.0,75
2030,leave,4.0,34
2031,leave,2.0,68
2032,leave,5.0,73
2033,leave,3.0,60
2034,stay,4.0,54
2035,leave,2.0,75
2036,leave,2.0,40
2037,leave,2.0,60
2038,stay,4.0,54
2039,leave,4.0,63
2040,leave,2.0,63
2041,leave,2.0,73
2042,stay,4.0,67
2043,leave,1.0,75
2044,stay,5.0,81
2045,leave,2.0,77
2046,leave,3.0,57
2047,leave,2.0,69
2048,leave,,71
2049,leave,4.0,61
2050,stay,4.0,71
2051,leave,4.0,57
2052,stay,4.0,32
2053,stay,2.0,60
2054,leave,2.0,61
2055,leave,2.0,76
2056,leave,4.0,57
2057,leave,3.0,73
2058,stay,,57
2059,leave,2.0,58
2060,leave,3.0,60
2061,leave,2.0,75
2062,leave,2.0,66
2063,leave,2.0,72
2064,leave,4.0,50
2065,leave,,41
2066,stay,2.0,67
2067,stay,2.0,52
2068,leave,4.0,71
2069,leave,3.0,60
2070,leave,2.0,71
2071,leave,5.0,65
2072,leave,4.0,77
2073,stay,5.0,45
2074,stay,4.0,34
2075,stay,3.0,69
2076,leave,,79
2077,stay,4.0,76
2078,stay,1.0,71
2079,don't know,4.0,50
2080,leave,1.0,64
2081,stay,4.0,41
2082,stay,5.0,66
2083,leave,2.0,71
2084,stay,4.0,64
2085,leave,2.0,66
2086,stay,1.0,71
2087,won't vote,,36
2088,leave,2.0,62
2089,stay,3.0,58
2090,stay,2.0,51
2091,stay,4.0,62
2092,stay,2.0,65
2093,stay,5.0,70
2094,stay,2.0,48
2095,stay,4.0,78
2096,stay,4.0,54
2097,leave,4.0,69
2098,leave,2.0,53
2099,stay,2.0,68
2100,stay,4.0,42
2101,stay,4.0,55
2102,leave,5.0,53
2103,stay,4.0,55
2104,leave,,74
2105,leave,,65
2106,leave,2.0,74
2107,leave,2.0,81
2108,leave,3.0,49
2109,leave,4.0,58
2110,stay,4.0,40
2111,won't vote,3.0,43
2112,leave,2.0,59
2113,don't know,3.0,63
2114,leave,1.0,69
2115,leave,,57
2116,stay,4.0,53
2117,stay,3.0,35
2118,leave,2.0,62
2119,leave,4.0,69
2120,won't vote,4.0,65
2121,leave,4.0,78
2122,leave,2.0,48
2123,leave,4.0,60
2124,stay,4.0,73
2125,stay,5.0,32
2126,leave,4.0,35
2127,stay,1.0,65
2128,stay,4.0,70
2129,stay,5.0,66
2130,stay,5.0,39
2131,leave,3.0,43
2132,stay,4.0,40
2133,stay,1.0,66
2134,stay,4.0,38
2135,stay,4.0,41
2136,leave,4.0,46
2137,leave,1.0,47
2138,don't know,5.0,73
2139,stay,5.0,69
2140,leave,4.0,52
2141,leave,4.0,75
2142,leave,3.0,72
2143,leave,4.0,73
2144,stay,5.0,66
2145,leave,1.0,74
2146,stay,4.0,68
2147,leave,4.0,68
2148,stay,4.0,73
2149,won't vote,,44
2150,leave,3.0,65
2151,leave,,58
2152,leave,4.0,70
2153,leave,4.0,58
2154,leave,,71
2155,leave,4.0,58
2156,leave,4.0,72
2157,leave,4.0,34
2158,stay,,38
2159,stay,5.0,34
2160,stay,4.0,44
2161,stay,4.0,47
2162,leave,2.0,76
2163,stay,5.0,73
2164,stay,3.0,44
2165,leave,2.0,44
2166,leave,1.0,60
2167,leave,4.0,71
2168,won't vote,3.0,73
2169,won't vote,4.0,34
2170,stay,3.0,47
2171,leave,2.0,45
2172,leave,1.0,73
2173,leave,3.0,52
2174,leave,2.0,84
2175,stay,4.0,82
2176,stay,2.0,78
2177,leave,1.0,77
2178,stay,1.0,68
2179,stay,4.0,69
2180,stay,3.0,66
2181,leave,4.0,67
2182,leave,,68
2183,leave,,79
2184,leave,2.0,62
2185,stay,4.0,59
2186,leave,4.0,35
2187,leave,,74
2188,leave,1.0,77
2189,leave,1.0,78
2190,leave,1.0,27
2191,leave,1.0,32
2192,leave,3.0,82
2193,stay,4.0,36
2194,leave,4.0,58
2195,leave,2.0,54
2196,leave,5.0,35
2197,leave,2.0,80
2198,leave,1.0,69
2199,stay,4.0,38
2200,stay,5.0,41
2201,stay,1.0,79
2202,leave,4.0,62
2203,stay,3.0,67
2204,leave,3.0,36
2205,stay,4.0,66
2206,leave,2.0,66
2207,leave,4.0,68
2208,leave,,57
2209,stay,4.0,60
2210,leave,1.0,72
2211,stay,5.0,47
2212,stay,4.0,55
2213,stay,4.0,82
2214,leave,1.0,70
2215,leave,4.0,67
2216,leave,2.0,58
2217,leave,4.0,76
2218,stay,3.0,49
2219,stay,5.0,43
2220,stay,4.0,36
2221,leave,4.0,63
2222,stay,4.0,39
2223,stay,4.0,43
2224,stay,4.0,32
2225,leave,,66
2226,leave,3.0,68
2227,don't know,4.0,68
2228,stay,2.0,52
2229,stay,3.0,47
2230,stay,5.0,39
2231,leave,2.0,65
2232,stay,4.0,50
2233,stay,4.0,65
2234,stay,4.0,38
2235,leave,2.0,50
2236,leave,1.0,75
2237,leave,4.0,67
2238,leave,2.0,68
2239,stay,1.0,64
2240,stay,4.0,59
2241,stay,5.0,63
2242,don't know,4.0,59
2243,leave,3.0,41
2244,leave,4.0,69
2245,stay,5.0,53
2246,stay,2.0,41
2247,stay,4.0,65
2248,leave,4.0,66
2249,leave,,57
2250,leave,3.0,65
2251,stay,5.0,45
2252,leave,2.0,67
2253,leave,2.0,71
2254,leave,2.0,56
2255,leave,4.0,63
2256,stay,,63
2257,stay,5.0,36
2258,leave,2.0,66
2259,leave,4.0,53
2260,leave,1.0,75
2261,leave,4.0,51
2262,stay,4.0,65
2263,leave,2.0,64
2264,stay,4.0,50
2265,leave,4.0,65
2266,leave,2.0,44
2267,leave,3.0,50
2268,stay,4.0,55
2269,stay,2.0,66
2270,leave,4.0,66
2271,leave,2.0,62
2272,stay,3.0,50
2273,stay,4.0,51
2274,don't know,4.0,34
2275,don't know,3.0,36
2276,leave,4.0,68
2277,leave,5.0,36
2278,don't know,3.0,70
2279,stay,,77
2280,leave,3.0,65
2281,stay,4.0,71
2282,leave,2.0,41
2283,stay,4.0,54
2284,leave,3.0,71
2285,leave,2.0,58
2286,stay,5.0,33
2287,leave,5.0,47
2288,stay,1.0,70
2289,stay,4.0,39
2290,stay,1.0,66
2291,won't vote,3.0,37
2292,leave,5.0,36
2293,leave,,63
2294,stay,4.0,29
2295,leave,2.0,63
2296,don't know,,48
2297,stay,2.0,51
2298,stay,2.0,45
2299,leave,2.0,76
2300,leave,3.0,50
2301,leave,2.0,54
2302,leave,3.0,32
2303,leave,2.0,77
2304,stay,4.0,68
2305,leave,4.0,59
2306,leave,3.0,72
2307,stay,4.0,41
2308,stay,4.0,57
2309,stay,3.0,65
2310,don't know,5.0,41
2311,leave,4.0,64
2312,stay,4.0,51
2313,stay,4.0,52
2314,leave,4.0,65
2315,stay,4.0,48
2316,stay,5.0,38
2317,leave,3.0,41
2318,leave,4.0,44
2319,leave,,57
2320,stay,4.0,31
2321,stay,2.0,41
2322,won't vote,,39
2323,leave,2.0,28
2324,stay,4.0,29
2325,stay,3.0,34
2326,stay,4.0,63
2327,leave,2.0,69
2328,leave,,42
2329,leave,2.0,70
2330,don't know,4.0,46
2331,leave,,63
2332,leave,,35
2333,stay,4.0,42
2334,stay,,63
2335,stay,4.0,43
2336,stay,1.0,69
2337,leave,3.0,47
2338,stay,5.0,39
2339,leave,,55
2340,don't know,3.0,74
2341,stay,4.0,73
2342,leave,3.0,47
2343,leave,2.0,38
2344,leave,2.0,51
2345,leave,1.0,58
2346,leave,4.0,33
2347,stay,4.0,47
2348,don't know,2.0,36
2349,stay,4.0,38
2350,stay,4.0,40
2351,stay,5.0,35
2352,stay,5.0,60
2353,don't know,4.0,68
2354,stay,2.0,58
2355,won't vote,4.0,42
2356,won't vote,2.0,44
2357,leave,3.0,50
2358,stay,5.0,43
2359,stay,4.0,32
2360,stay,5.0,58
2361,leave,2.0,50
2362,stay,4.0,48
2363,stay,,59
2364,leave,3.0,36
2365,leave,1.0,69
2366,leave,4.0,37
2367,stay,3.0,45
2368,don't know,,59
2369,leave,2.0,51
2370,stay,3.0,35
2371,stay,4.0,38
2372,stay,3.0,44
2373,stay,3.0,61
2374,leave,1.0,59
2375,stay,2.0,27
2376,leave,1.0,61
2377,leave,2.0,63
2378,don't know,3.0,40
2379,leave,,72
2380,stay,4.0,65
2381,stay,4.0,70
2382,stay,4.0,60
2383,leave,4.0,73
2384,stay,,68
2385,stay,3.0,69
2386,stay,3.0,48
2387,leave,1.0,69
2388,stay,4.0,57
2389,leave,4.0,62
2390,leave,5.0,69
2391,stay,5.0,35
2392,leave,4.0,69
2393,leave,1.0,65
2394,leave,3.0,73
2395,leave,2.0,48
2396,leave,3.0,68
2397,stay,5.0,34
2398,stay,,41
2399,stay,4.0,71
2400,stay,5.0,54
2401,don't know,3.0,65
2402,stay,4.0,30
2403,stay,4.0,54
2404,stay,4.0,31
2405,leave,4.0,50
2406,stay,,51
2407,leave,3.0,77
2408,stay,5.0,38
2409,stay,3.0,54
2410,stay,4.0,72
2411,stay,4.0,63
2412,leave,1.0,35
2413,stay,4.0,64
2414,leave,4.0,48
2415,stay,4.0,55
2416,don't know,3.0,59
2417,leave,,67
2418,stay,3.0,38
2419,don't know,2.0,58
2420,stay,4.0,65
2421,stay,4.0,40
2422,leave,1.0,81
2423,don't know,4.0,39
2424,stay,1.0,57
2425,leave,5.0,66
2426,leave,2.0,45
2427,stay,,40
2428,leave,2.0,49
2429,leave,,46
2430,stay,4.0,27
2431,leave,2.0,32
2432,leave,4.0,65
2433,leave,3.0,51
2434,stay,5.0,39
2435,stay,4.0,31
2436,stay,4.0,58
2437,leave,4.0,66
2438,stay,4.0,51
2439,stay,4.0,64
2440,stay,4.0,33
2441,stay,2.0,40
2442,leave,4.0,70
2443,stay,4.0,75
2444,leave,4.0,41
2445,leave,1.0,83
2446,stay,3.0,34
2447,leave,,69
2448,leave,,79
2449,leave,2.0,58
